close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
200,NS10,NovaSpace España S.A.,2024,5,T08,Intercompany reconciliation,8,3,2024-05-31,2024-06-05,2024-06-07,2.0,,false
201,NS10,NovaSpace España S.A.,2024,5,T09,FX revaluation,9,4,2024-05-31,2024-06-06,2024-06-07,1.0,,false
202,NS10,NovaSpace España S.A.,2024,5,T10,Soft close / reporting cut-off,10,4,2024-05-31,2024-06-06,2024-06-06,0.0,,false
203,NS10,NovaSpace España S.A.,2024,5,T11,Management reporting pack,11,5,2024-05-31,2024-06-07,2024-06-07,0.0,,false
204,NS10,NovaSpace España S.A.,2024,5,T12,Hard close / period lock,12,5,2024-05-31,2024-06-07,2024-06-11,2.0,7.0,false
205,NS10,NovaSpace España S.A.,2024,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
206,NS10,NovaSpace España S.A.,2024,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-06-30,2024-07-01,2024-07-01,0.0,,false
207,NS10,NovaSpace España S.A.,2024,6,T03,GR/IR clearing,3,2,2024-06-30,2024-07-02,2024-07-02,0.0,,false
208,NS10,NovaSpace España S.A.,2024,6,T04,Payroll posting,4,2,2024-06-30,2024-07-02,2024-07-03,1.0,,false
209,NS10,NovaSpace España S.A.,2024,6,T05,Depreciation run,5,2,2024-06-30,2024-07-02,2024-07-01,-1.0,,false
210,NS10,NovaSpace España S.A.,2024,6,T06,Accruals posting,6,3,2024-06-30,2024-07-03,2024-07-03,0.0,,false
211,NS10,NovaSpace España S.A.,2024,6,T07,Overhead allocation cycle,7,3,2024-06-30,2024-07-03,2024-07-03,0.0,,false
212,NS10,NovaSpace España S.A.,2024,6,T08,Intercompany reconciliation,8,3,2024-06-30,2024-07-03,2024-07-02,-1.0,,false
213,NS10,NovaSpace España S.A.,2024,6,T09,FX revaluation,9,4,2024-06-30,2024-07-04,2024-07-04,0.0,,false
214,NS10,NovaSpace España S.A.,2024,6,T10,Soft close / reporting cut-off,10,4,2024-06-30,2024-07-04,2024-07-04,0.0,,false
215,NS10,NovaSpace España S.A.,2024,6,T11,Management reporting pack,11,5,2024-06-30,2024-07-05,2024-07-08,1.0,,false
216,NS10,NovaSpace España S.A.,2024,6,T12,Hard close / period lock,12,5,2024-06-30,2024-07-05,2024-07-08,1.0,6.0,false
217,NS10,NovaSpace España S.A.,2024,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-07-31,2024-08-01,2024-08-01,0.0,,false
218,NS10,NovaSpace España S.A.,2024,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-07-31,2024-08-01,2024-08-02,1.0,,false
219,NS10,NovaSpace España S.A.,2024,7,T03,GR/IR clearing,3,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
220,NS10,NovaSpace España S.A.,2024,7,T04,Payroll posting,4,2,2024-07-31,2024-08-02,2024-08-05,1.0,,false
221,NS10,NovaSpace España S.A.,2024,7,T05,Depreciation run,5,2,2024-07-31,2024-08-02,2024-08-02,0.0,,false
222,NS10,NovaSpace España S.A.,2024,7,T06,Accruals posting,6,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
223,NS10,NovaSpace España S.A.,2024,7,T07,Overhead allocation cycle,7,3,2024-07-31,2024-08-05,2024-08-06,1.0,,false
224,NS10,NovaSpace España S.A.,2024,7,T08,Intercompany reconciliation,8,3,2024-07-31,2024-08-05,2024-08-05,0.0,,false
225,NS10,NovaSpace España S.A.,2024,7,T09,FX revaluation,9,4,2024-07-31,2024-08-06,2024-08-06,0.0,,false
226,NS10,NovaSpace España S.A.,2024,7,T10,Soft close / reporting cut-off,10,4,2024-07-31,2024-08-06,2024-08-08,2.0,,false
227,NS10,NovaSpace España S.A.,2024,7,T11,Management reporting pack,11,5,2024-07-31,2024-08-07,2024-08-07,0.0,,false
228,NS10,NovaSpace España S.A.,2024,7,T12,Hard close / period lock,12,5,2024-07-31,2024-08-07,2024-08-07,0.0,5.0,false
229,NS10,NovaSpace España S.A.,2024,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-08-31,2024-09-02,2024-09-04,2.0,,false
230,NS10,NovaSpace España S.A.,2024,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-08-31,2024-09-02,2024-09-02,0.0,,false
231,NS10,NovaSpace España S.A.,2024,8,T03,GR/IR clearing,3,2,2024-08-31,2024-09-03,2024-09-05,2.0,,false
232,NS10,NovaSpace España S.A.,2024,8,T04,Payroll posting,4,2,2024-08-31,2024-09-03,2024-09-03,0.0,,false
233,NS10,NovaSpace España S.A.,2024,8,T05,Depreciation run,5,2,2024-08-31,2024-09-03,2024-09-02,-1.0,,false
234,NS10,NovaSpace España S.A.,2024,8,T06,Accruals posting,6,3,2024-08-31,2024-09-04,2024-09-05,1.0,,false
235,NS10,NovaSpace España S.A.,2024,8,T07,Overhead allocation cycle,7,3,2024-08-31,2024-09-04,2024-09-04,0.0,,false
236,NS10,NovaSpace España S.A.,2024,8,T08,Intercompany reconciliation,8,3,2024-08-31,2024-09-04,2024-09-04,0.0,,false
237,NS10,NovaSpace España S.A.,2024,8,T09,FX revaluation,9,4,2024-08-31,2024-09-05,2024-09-06,1.0,,false
238,NS10,NovaSpace España S.A.,2024,8,T10,Soft close / reporting cut-off,10,4,2024-08-31,2024-09-05,2024-09-05,0.0,,false
239,NS10,NovaSpace España S.A.,2024,8,T11,Management reporting pack,11,5,2024-08-31,2024-09-06,2024-09-06,0.0,,false
240,NS10,NovaSpace España S.A.,2024,8,T12,Hard close / period lock,12,5,2024-08-31,2024-09-06,2024-09-09,1.0,6.0,false
241,NS10,NovaSpace España S.A.,2024,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-09-30,2024-10-01,2024-10-01,0.0,,false
242,NS10,NovaSpace España S.A.,2024,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-09-30,2024-10-01,2024-10-01,0.0,,false
243,NS10,NovaSpace España S.A.,2024,9,T03,GR/IR clearing,3,2,2024-09-30,2024-10-02,2024-10-04,2.0,,false
244,NS10,NovaSpace España S.A.,2024,9,T04,Payroll posting,4,2,2024-09-30,2024-10-02,2024-10-02,0.0,,false
245,NS10,NovaSpace España S.A.,2024,9,T05,Depreciation run,5,2,2024-09-30,2024-10-02,2024-10-03,1.0,,false
246,NS10,NovaSpace España S.A.,2024,9,T06,Accruals posting,6,3,2024-09-30,2024-10-03,2024-10-04,1.0,,false
247,NS10,NovaSpace España S.A.,2024,9,T07,Overhead allocation cycle,7,3,2024-09-30,2024-10-03,2024-10-04,1.0,,false
248,NS10,NovaSpace España S.A.,2024,9,T08,Intercompany reconciliation,8,3,2024-09-30,2024-10-03,2024-10-03,0.0,,false
249,NS10,NovaSpace España S.A.,2024,9,T09,FX revaluation,9,4,2024-09-30,2024-10-04,2024-10-04,0.0,,false
250,NS10,NovaSpace España S.A.,2024,9,T10,Soft close / reporting cut-off,10,4,2024-09-30,2024-10-04,2024-10-04,0.0,,false
251,NS10,NovaSpace España S.A.,2024,9,T11,Management reporting pack,11,5,2024-09-30,2024-10-07,2024-10-08,1.0,,false
252,NS10,NovaSpace España S.A.,2024,9,T12,Hard close / period lock,12,5,2024-09-30,2024-10-07,2024-10-07,0.0,5.0,false
253,NS10,NovaSpace España S.A.,2024,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-10-31,2024-11-01,2024-11-05,2.0,,false
254,NS10,NovaSpace España S.A.,2024,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-10-31,2024-11-01,2024-11-04,1.0,,false
255,NS10,NovaSpace España S.A.,2024,10,T03,GR/IR clearing,3,2,2024-10-31,2024-11-04,2024-11-04,0.0,,false
256,NS10,NovaSpace España S.A.,2024,10,T04,Payroll posting,4,2,2024-10-31,2024-11-04,2024-11-04,0.0,,false
257,NS10,NovaSpace España S.A.,2024,10,T05,Depreciation run,5,2,2024-10-31,2024-11-04,2024-11-04,0.0,,false
258,NS10,NovaSpace España S.A.,2024,10,T06,Accruals posting,6,3,2024-10-31,2024-11-05,2024-11-05,0.0,,false
259,NS10,NovaSpace España S.A.,2024,10,T07,Overhead allocation cycle,7,3,2024-10-31,2024-11-05,2024-11-04,-1.0,,false
260,NS10,NovaSpace España S.A.,2024,10,T08,Intercompany reconciliation,8,3,2024-10-31,2024-11-05,2024-11-04,-1.0,,false
261,NS10,NovaSpace España S.A.,2024,10,T09,FX revaluation,9,4,2024-10-31,2024-11-06,2024-11-07,1.0,,false
262,NS10,NovaSpace España S.A.,2024,10,T10,Soft close / reporting cut-off,10,4,2024-10-31,2024-11-06,2024-11-06,0.0,,false
263,NS10,NovaSpace España S.A.,2024,10,T11,Management reporting pack,11,5,2024-10-31,2024-11-07,2024-11-06,-1.0,,false
264,NS10,NovaSpace España S.A.,2024,10,T12,Hard close / period lock,12,5,2024-10-31,2024-11-07,2024-11-06,-1.0,4.0,false
265,NS10,NovaSpace España S.A.,2024,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-11-30,2024-12-02,2024-12-02,0.0,,false
266,NS10,NovaSpace España S.A.,2024,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-11-30,2024-12-02,2024-12-02,0.0,,false
267,NS10,NovaSpace España S.A.,2024,11,T03,GR/IR clearing,3,2,2024-11-30,2024-12-03,2024-12-05,2.0,,false
268,NS10,NovaSpace España S.A.,2024,11,T04,Payroll posting,4,2,2024-11-30,2024-12-03,2024-12-04,1.0,,false
269,NS10,NovaSpace España S.A.,2024,11,T05,Depreciation run,5,2,2024-11-30,2024-12-03,2024-12-02,-1.0,,false
270,NS10,NovaSpace España S.A.,2024,11,T06,Accruals posting,6,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
271,NS10,NovaSpace España S.A.,2024,11,T07,Overhead allocation cycle,7,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
272,NS10,NovaSpace España S.A.,2024,11,T08,Intercompany reconciliation,8,3,2024-11-30,2024-12-04,2024-12-04,0.0,,false
273,NS10,NovaSpace España S.A.,2024,11,T09,FX revaluation,9,4,2024-11-30,2024-12-05,2024-12-05,0.0,,false
274,NS10,NovaSpace España S.A.,2024,11,T10,Soft close / reporting cut-off,10,4,2024-11-30,2024-12-05,2024-12-06,1.0,,false
275,NS10,NovaSpace España S.A.,2024,11,T11,Management reporting pack,11,5,2024-11-30,2024-12-06,2024-12-06,0.0,,false
276,NS10,NovaSpace España S.A.,2024,11,T12,Hard close / period lock,12,5,2024-11-30,2024-12-06,2024-12-06,0.0,5.0,false
277,NS10,NovaSpace España S.A.,2024,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
278,NS10,NovaSpace España S.A.,2024,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-12-31,2025-01-02,2025-01-02,0.0,,false
279,NS10,NovaSpace España S.A.,2024,12,T03,GR/IR clearing,3,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
280,NS10,NovaSpace España S.A.,2024,12,T04,Payroll posting,4,2,2024-12-31,2025-01-03,2025-01-03,0.0,,false
281,NS10,NovaSpace España S.A.,2024,12,T05,Depreciation run,5,2,2024-12-31,2025-01-03,2025-01-07,2.0,,false
282,NS10,NovaSpace España S.A.,2024,12,T06,Accruals posting,6,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
283,NS10,NovaSpace España S.A.,2024,12,T07,Overhead allocation cycle,7,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
284,NS10,NovaSpace España S.A.,2024,12,T08,Intercompany reconciliation,8,3,2024-12-31,2025-01-06,2025-01-06,0.0,,false
285,NS10,NovaSpace España S.A.,2024,12,T09,FX revaluation,9,4,2024-12-31,2025-01-07,2025-01-07,0.0,,false
286,NS10,NovaSpace España S.A.,2024,12,T10,Soft close / reporting cut-off,10,4,2024-12-31,2025-01-07,2025-01-07,0.0,,false
287,NS10,NovaSpace España S.A.,2024,12,T11,Management reporting pack,11,5,2024-12-31,2025-01-08,2025-01-08,0.0,,false
288,NS10,NovaSpace España S.A.,2024,12,T12,Hard close / period lock,12,5,2024-12-31,2025-01-08,2025-01-10,2.0,7.0,false
289,NS10,NovaSpace España S.A.,2025,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-01-31,2025-02-03,2025-02-03,0.0,,false
290,NS10,NovaSpace España S.A.,2025,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-01-31,2025-02-03,2025-02-04,1.0,,false
291,NS10,NovaSpace España S.A.,2025,1,T03,GR/IR clearing,3,2,2025-01-31,2025-02-04,2025-02-05,1.0,,false
292,NS10,NovaSpace España S.A.,2025,1,T04,Payroll posting,4,2,2025-01-31,2025-02-04,2025-02-03,-1.0,,false
293,NS10,NovaSpace España S.A.,2025,1,T05,Depreciation run,5,2,2025-01-31,2025-02-04,2025-02-04,0.0,,false
294,NS10,NovaSpace España S.A.,2025,1,T06,Accruals posting,6,3,2025-01-31,2025-02-05,2025-02-07,2.0,,false
295,NS10,NovaSpace España S.A.,2025,1,T07,Overhead allocation cycle,7,3,2025-01-31,2025-02-05,2025-02-05,0.0,,false
296,NS10,NovaSpace España S.A.,2025,1,T08,Intercompany reconciliation,8,3,2025-01-31,2025-02-05,2025-02-07,2.0,,false
297,NS10,NovaSpace España S.A.,2025,1,T09,FX revaluation,9,4,2025-01-31,2025-02-06,2025-02-05,-1.0,,false
298,NS10,NovaSpace España S.A.,2025,1,T10,Soft close / reporting cut-off,10,4,2025-01-31,2025-02-06,2025-02-06,0.0,,false
299,NS10,NovaSpace España S.A.,2025,1,T11,Management reporting pack,11,5,2025-01-31,2025-02-07,2025-02-06,-1.0,,false
300,NS10,NovaSpace España S.A.,2025,1,T12,Hard close / period lock,12,5,2025-01-31,2025-02-07,2025-02-07,0.0,5.0,false
301,NS10,NovaSpace España S.A.,2025,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-02-28,2025-03-03,2025-03-03,0.0,,false
302,NS10,NovaSpace España S.A.,2025,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-02-28,2025-03-03,2025-03-03,0.0,,false
303,NS10,NovaSpace España S.A.,2025,2,T03,GR/IR clearing,3,2,2025-02-28,2025-03-04,2025-03-04,0.0,,false
304,NS10,NovaSpace España S.A.,2025,2,T04,Payroll posting,4,2,2025-02-28,2025-03-04,2025-03-03,-1.0,,false
305,NS10,NovaSpace España S.A.,2025,2,T05,Depreciation run,5,2,2025-02-28,2025-03-04,2025-03-03,-1.0,,false
306,NS10,NovaSpace España S.A.,2025,2,T06,Accruals posting,6,3,2025-02-28,2025-03-05,2025-03-05,0.0,,false
307,NS10,NovaSpace España S.A.,2025,2,T07,Overhead allocation cycle,7,3,2025-02-28,2025-03-05,2025-03-06,1.0,,false
308,NS10,NovaSpace España S.A.,2025,2,T08,Intercompany reconciliation,8,3,2025-02-28,2025-03-05,2025-03-06,1.0,,false
309,NS10,NovaSpace España S.A.,2025,2,T09,FX revaluation,9,4,2025-02-28,2025-03-06,2025-03-06,0.0,,false
310,NS10,NovaSpace España S.A.,2025,2,T10,Soft close / reporting cut-off,10,4,2025-02-28,2025-03-06,2025-03-06,0.0,,false
311,NS10,NovaSpace España S.A.,2025,2,T11,Management reporting pack,11,5,2025-02-28,2025-03-07,2025-03-11,2.0,,false
312,NS10,NovaSpace España S.A.,2025,2,T12,Hard close / period lock,12,5,2025-02-28,2025-03-07,2025-03-07,0.0,5.0,false
313,NS10,NovaSpace España S.A.,2025,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-03-31,2025-04-01,2025-04-01,0.0,,false
314,NS10,NovaSpace España S.A.,2025,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-03-31,2025-04-01,2025-04-01,0.0,,false
315,NS10,NovaSpace España S.A.,2025,3,T03,GR/IR clearing,3,2,2025-03-31,2025-04-02,2025-04-04,2.0,,false
316,NS10,NovaSpace España S.A.,2025,3,T04,Payroll posting,4,2,2025-03-31,2025-04-02,2025-04-03,1.0,,false
317,NS10,NovaSpace España S.A.,2025,3,T05,Depreciation run,5,2,2025-03-31,2025-04-02,2025-04-02,0.0,,false
318,NS10,NovaSpace España S.A.,2025,3,T06,Accruals posting,6,3,2025-03-31,2025-04-03,2025-04-02,-1.0,,false
319,NS10,NovaSpace España S.A.,2025,3,T07,Overhead allocation cycle,7,3,2025-03-31,2025-04-03,2025-04-03,0.0,,false
320,NS10,NovaSpace España S.A.,2025,3,T08,Intercompany reconciliation,8,3,2025-03-31,2025-04-03,2025-04-03,0.0,,false
321,NS10,NovaSpace España S.A.,2025,3,T09,FX revaluation,9,4,2025-03-31,2025-04-04,2025-04-04,0.0,,false
322,NS10,NovaSpace España S.A.,2025,3,T10,Soft close / reporting cut-off,10,4,2025-03-31,2025-04-04,2025-04-07,1.0,,false
323,NS10,NovaSpace España S.A.,2025,3,T11,Management reporting pack,11,5,2025-03-31,2025-04-07,2025-04-07,0.0,,false
324,NS10,NovaSpace España S.A.,2025,3,T12,Hard close / period lock,12,5,2025-03-31,2025-04-07,2025-04-07,0.0,5.0,false
325,NS10,NovaSpace España S.A.,2025,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-04-30,2025-05-02,2025-05-05,1.0,,false
326,NS10,NovaSpace España S.A.,2025,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-04-30,2025-05-02,2025-05-05,1.0,,false
327,NS10,NovaSpace España S.A.,2025,4,T03,GR/IR clearing,3,2,2025-04-30,2025-05-05,2025-05-05,0.0,,false
328,NS10,NovaSpace España S.A.,2025,4,T04,Payroll posting,4,2,2025-04-30,2025-05-05,2025-05-05,0.0,,false
329,NS10,NovaSpace España S.A.,2025,4,T05,Depreciation run,5,2,2025-04-30,2025-05-05,2025-05-06,1.0,,false
330,NS10,NovaSpace España S.A.,2025,4,T06,Accruals posting,6,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
331,NS10,NovaSpace España S.A.,2025,4,T07,Overhead allocation cycle,7,3,2025-04-30,2025-05-06,2025-05-07,1.0,,false
332,NS10,NovaSpace España S.A.,2025,4,T08,Intercompany reconciliation,8,3,2025-04-30,2025-05-06,2025-05-06,0.0,,false
333,NS10,NovaSpace España S.A.,2025,4,T09,FX revaluation,9,4,2025-04-30,2025-05-07,2025-05-06,-1.0,,false
334,NS10,NovaSpace España S.A.,2025,4,T10,Soft close / reporting cut-off,10,4,2025-04-30,2025-05-07,2025-05-08,1.0,,false
335,NS10,NovaSpace España S.A.,2025,4,T11,Management reporting pack,11,5,2025-04-30,2025-05-08,2025-05-08,0.0,,false
336,NS10,NovaSpace España S.A.,2025,4,T12,Hard close / period lock,12,5,2025-04-30,2025-05-08,2025-05-08,0.0,5.0,false
337,NS10,NovaSpace España S.A.,2025,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
338,NS10,NovaSpace España S.A.,2025,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-05-31,2025-06-02,2025-06-02,0.0,,false
339,NS10,NovaSpace España S.A.,2025,5,T03,GR/IR clearing,3,2,2025-05-31,2025-06-03,2025-06-03,0.0,,false
340,NS10,NovaSpace España S.A.,2025,5,T04,Payroll posting,4,2,2025-05-31,2025-06-03,2025-06-04,1.0,,false
341,NS10,NovaSpace España S.A.,2025,5,T05,Depreciation run,5,2,2025-05-31,2025-06-03,2025-06-03,0.0,,false
342,NS10,NovaSpace España S.A.,2025,5,T06,Accruals posting,6,3,2025-05-31,2025-06-04,2025-06-05,1.0,,false
343,NS10,NovaSpace España S.A.,2025,5,T07,Overhead allocation cycle,7,3,2025-05-31,2025-06-04,2025-06-05,1.0,,false
344,NS10,NovaSpace España S.A.,2025,5,T08,Intercompany reconciliation,8,3,2025-05-31,2025-06-04,2025-06-04,0.0,,false
345,NS10,NovaSpace España S.A.,2025,5,T09,FX revaluation,9,4,2025-05-31,2025-06-05,2025-06-05,0.0,,false
346,NS10,NovaSpace España S.A.,2025,5,T10,Soft close / reporting cut-off,10,4,2025-05-31,2025-06-05,2025-06-04,-1.0,,false
347,NS10,NovaSpace España S.A.,2025,5,T11,Management reporting pack,11,5,2025-05-31,2025-06-06,2025-06-05,-1.0,,false
348,NS10,NovaSpace España S.A.,2025,5,T12,Hard close / period lock,12,5,2025-05-31,2025-06-06,2025-06-09,1.0,6.0,false
349,NS10,NovaSpace España S.A.,2025,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
350,NS10,NovaSpace España S.A.,2025,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-06-30,2025-07-01,2025-07-01,0.0,,false
351,NS10,NovaSpace España S.A.,2025,6,T03,GR/IR clearing,3,2,2025-06-30,2025-07-02,2025-07-01,-1.0,,false
352,NS10,NovaSpace España S.A.,2025,6,T04,Payroll posting,4,2,2025-06-30,2025-07-02,2025-07-01,-1.0,,false
353,NS10,NovaSpace España S.A.,2025,6,T05,Depreciation run,5,2,2025-06-30,2025-07-02,2025-07-02,0.0,,false
354,NS10,NovaSpace España S.A.,2025,6,T06,Accruals posting,6,3,2025-06-30,2025-07-03,2025-07-03,0.0,,false
355,NS10,NovaSpace España S.A.,2025,6,T07,Overhead allocation cycle,7,3,2025-06-30,2025-07-03,2025-07-03,0.0,,false
356,NS10,NovaSpace España S.A.,2025,6,T08,Intercompany reconciliation,8,3,2025-06-30,2025-07-03,2025-07-03,0.0,,false
357,NS10,NovaSpace España S.A.,2025,6,T09,FX revaluation,9,4,2025-06-30,2025-07-04,2025-07-04,0.0,,false
358,NS10,NovaSpace España S.A.,2025,6,T10,Soft close / reporting cut-off,10,4,2025-06-30,2025-07-04,2025-07-04,0.0,,false
359,NS10,NovaSpace España S.A.,2025,6,T11,Management reporting pack,11,5,2025-06-30,2025-07-07,2025-07-07,0.0,,false
360,NS10,NovaSpace España S.A.,2025,6,T12,Hard close / period lock,12,5,2025-06-30,2025-07-07,2025-07-07,0.0,5.0,false
361,NS10,NovaSpace España S.A.,2025,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-07-31,2025-08-01,2025-08-01,0.0,,false
362,NS10,NovaSpace España S.A.,2025,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-07-31,2025-08-01,2025-08-01,0.0,,false
363,NS10,NovaSpace España S.A.,2025,7,T03,GR/IR clearing,3,2,2025-07-31,2025-08-04,2025-08-01,-1.0,,false
364,NS10,NovaSpace España S.A.,2025,7,T04,Payroll posting,4,2,2025-07-31,2025-08-04,2025-08-04,0.0,,false
365,NS10,NovaSpace España S.A.,2025,7,T05,Depreciation run,5,2,2025-07-31,2025-08-04,2025-08-01,-1.0,,false
366,NS10,NovaSpace España S.A.,2025,7,T06,Accruals posting,6,3,2025-07-31,2025-08-05,2025-08-04,-1.0,,false
367,NS10,NovaSpace España S.A.,2025,7,T07,Overhead allocation cycle,7,3,2025-07-31,2025-08-05,2025-08-05,0.0,,false
368,NS10,NovaSpace España S.A.,2025,7,T08,Intercompany reconciliation,8,3,2025-07-31,2025-08-05,2025-08-05,0.0,,false
369,NS10,NovaSpace España S.A.,2025,7,T09,FX revaluation,9,4,2025-07-31,2025-08-06,2025-08-08,2.0,,false
370,NS10,NovaSpace España S.A.,2025,7,T10,Soft close / reporting cut-off,10,4,2025-07-31,2025-08-06,2025-08-06,0.0,,false
371,NS10,NovaSpace España S.A.,2025,7,T11,Management reporting pack,11,5,2025-07-31,2025-08-07,2025-08-07,0.0,,false
372,NS10,NovaSpace España S.A.,2025,7,T12,Hard close / period lock,12,5,2025-07-31,2025-08-07,2025-08-11,2.0,7.0,false
373,NS10,NovaSpace España S.A.,2025,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-08-31,2025-09-01,2025-09-01,0.0,,false
374,NS10,NovaSpace España S.A.,2025,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2025-08-31,2025-09-01,2025-09-01,0.0,,false
375,NS10,NovaSpace España S.A.,2025,8,T03,GR/IR clearing,3,2,2025-08-31,2025-09-02,2025-09-02,0.0,,false
376,NS10,NovaSpace España S.A.,2025,8,T04,Payroll posting,4,2,2025-08-31,2025-09-02,2025-09-02,0.0,,false
377,NS10,NovaSpace España S.A.,2025,8,T05,Depreciation run,5,2,2025-08-31,2025-09-02,2025-09-01,-1.0,,false
378,NS10,NovaSpace España S.A.,2025,8,T06,Accruals posting,6,3,2025-08-31,2025-09-03,2025-09-04,1.0,,false
379,NS10,NovaSpace España S.A.,2025,8,T07,Overhead allocation cycle,7,3,2025-08-31,2025-09-03,2025-09-02,-1.0,,false
380,NS10,NovaSpace España S.A.,2025,8,T08,Intercompany reconciliation,8,3,2025-08-31,2025-09-03,2025-09-04,1.0,,false
381,NS10,NovaSpace España S.A.,2025,8,T09,FX revaluation,9,4,2025-08-31,2025-09-04,2025-09-03,-1.0,,false
382,NS10,NovaSpace España S.A.,2025,8,T10,Soft close / reporting cut-off,10,4,2025-08-31,2025-09-04,2025-09-04,0.0,,false
383,NS10,NovaSpace España S.A.,2025,8,T11,Management reporting pack,11,5,2025-08-31,2025-09-05,2025-09-04,-1.0,,false
384,NS10,NovaSpace España S.A.,2025,8,T12,Hard close / period lock,12,5,2025-08-31,2025-09-05,2025-09-05,0.0,5.0,false
385,NS10,NovaSpace España S.A.,2025,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2025-09-30,2025-10-01,2025-10-01,0.0,,false
